Full Date,Date ID,Year,Quarter,Month,Month Name,Day,Weekday,Is Weekend
2015-05-21,484,2015,2,5,May,21,Thursday,False
2015-05-22,485,2015,2,5,May,22,Friday,False
2015-05-23,486,2015,2,5,May,23,Saturday,True
2015-05-24,487,2015,2,5,May,24,Sunday,True
2015-05-25,488,2015,2,5,May,25,Monday,False
2015-05-26,489,2015,2,5,May,26,Tuesday,False
2015-05-27,490,2015,2,5,May,27,Wednesday,False
2015-05-28,491,2015,2,5,May,28,Thursday,False
2015-05-29,492,2015,2,5,May,29,Friday,False
2015-05-30,493,2015,2,5,May,30,Saturday,True
2015-05-31,494,2015,2,5,May,31,Sunday,True
2015-06-01,495,2015,2,6,June,1,Monday,False
2015-06-02,496,2015,2,6,June,2,Tuesday,False
2015-06-03,497,2015,2,6,June,3,Wednesday,False
2015-06-04,498,2015,2,6,June,4,Thursday,False
2015-06-05,499,2015,2,6,June,5,Friday,False
2015-06-07,500,2015,2,6,June,7,Sunday,True
2015-06-08,501,2015,2,6,June,8,Monday,False
2015-06-09,502,2015,2,6,June,9,Tuesday,False
2015-06-10,503,2015,2,6,June,10,Wednesday,False
2015-06-11,504,2015,2,6,June,11,Thursday,False
2015-06-12,505,2015,2,6,June,12,Friday,False
2015-06-13,506,2015,2,6,June,13,Saturday,True
2015-06-14,507,2015,2,6,June,14,Sunday,True
2015-06-15,508,2015,2,6,June,15,Monday,False
2015-06-16,509,2015,2,6,June,16,Tuesday,False
2015-06-17,510,2015,2,6,June,17,Wednesday,False
2015-06-18,511,2015,2,6,June,18,Thursday,False
2015-06-19,512,2015,2,6,June,19,Friday,False
2015-06-20,513,2015,2,6,June,20,Saturday,True
2015-06-21,514,2015,2,6,June,21,Sunday,True
2015-06-22,515,2015,2,6,June,22,Monday,False
2015-06-23,516,2015,2,6,June,23,Tuesday,False
2015-06-24,517,2015,2,6,June,24,Wednesday,False
2015-06-25,518,2015,2,6,June,25,Thursday,False
2015-06-26,519,2015,2,6,June,26,Friday,False
2015-06-27,520,2015,2,6,June,27,Saturday,True
2015-06-28,521,2015,2,6,June,28,Sunday,True
2015-06-29,522,2015,2,6,June,29,Monday,False
2015-06-30,523,2015,2,6,June,30,Tuesday,False
2015-07-01,524,2015,3,7,July,1,Wednesday,False
2015-07-02,525,2015,3,7,July,2,Thursday,False
2015-07-03,526,2015,3,7,July,3,Friday,False
2015-07-04,527,2015,3,7,July,4,Saturday,True
2015-07-05,528,2015,3,7,July,5,Sunday,True
2015-07-06,529,2015,3,7,July,6,Monday,False
2015-07-08,530,2015,3,7,July,8,Wednesday,False
2015-07-09,531,2015,3,7,July,9,Thursday,False
2015-07-10,532,2015,3,7,July,10,Friday,False
2015-07-11,533,2015,3,7,July,11,Saturday,True
2015-07-12,534,2015,3,7,July,12,Sunday,True
2015-07-13,535,2015,3,7,July,13,Monday,False
2015-07-14,536,2015,3,7,July,14,Tuesday,False
2015-07-15,537,2015,3,7,July,15,Wednesday,False
2015-07-16,538,2015,3,7,July,16,Thursday,False
2015-07-17,539,2015,3,7,July,17,Friday,False
2015-07-18,540,2015,3,7,July,18,Saturday,True
2015-07-19,541,2015,3,7,July,19,Sunday,True
2015-07-20,542,2015,3,7,July,20,Monday,False
2015-07-21,543,2015,3,7,July,21,Tuesday,False
2015-07-22,544,2015,3,7,July,22,Wednesday,False
2015-07-23,545,2015,3,7,July,23,Thursday,False
2015-07-24,546,2015,3,7,July,24,Friday,False
2015-07-25,547,2015,3,7,July,25,Saturday,True
2015-07-26,548,2015,3,7,July,26,Sunday,True
2015-07-27,549,2015,3,7,July,27,Monday,False
2015-07-28,550,2015,3,7,July,28,Tuesday,False
2015-07-29,551,2015,3,7,July,29,Wednesday,False
2015-07-30,552,2015,3,7,July,30,Thursday,False
2015-07-31,553,2015,3,7,July,31,Friday,False
2015-08-01,554,2015,3,8,August,1,Saturday,True
2015-08-02,555,2015,3,8,August,2,Sunday,True
2015-08-03,556,2015,3,8,August,3,Monday,False
2015-08-05,557,2015,3,8,August,5,Wednesday,False
2015-08-06,558,2015,3,8,August,6,Thursday,False
2015-08-07,559,2015,3,8,August,7,Friday,False
2015-08-08,560,2015,3,8,August,8,Saturday,True
2015-08-09,561,2015,3,8,August,9,Sunday,True
2015-08-10,562,2015,3,8,August,10,Monday,False
2015-08-11,563,2015,3,8,August,11,Tuesday,False
2015-08-12,564,2015,3,8,August,12,Wednesday,False
2015-08-13,565,2015,3,8,August,13,Thursday,False
2015-08-14,566,2015,3,8,August,14,Friday,False
2015-08-15,567,2015,3,8,August,15,Saturday,True
2015-08-16,568,2015,3,8,August,16,Sunday,True
2015-08-17,569,2015,3,8,August,17,Monday,False
2015-08-19,570,2015,3,8,August,19,Wednesday,False
2015-08-20,571,2015,3,8,August,20,Thursday,False
2015-08-21,572,2015,3,8,August,21,Friday,False
2015-08-22,573,2015,3,8,August,22,Saturday,True
2015-08-23,574,2015,3,8,August,23,Sunday,True
2015-08-24,575,2015,3,8,August,24,Monday,False
2015-08-25,576,2015,3,8,August,25,Tuesday,False
2015-08-26,577,2015,3,8,August,26,Wednesday,False
2015-08-27,578,2015,3,8,August,27,Thursday,False
2015-08-28,579,2015,3,8,August,28,Friday,False
2015-08-29,580,2015,3,8,August,29,Saturday,True
2015-08-30,581,2015,3,8,August,30,Sunday,True
2015-08-31,582,2015,3,8,August,31,Monday,False
2015-09-01,583,2015,3,9,September,1,Tuesday,False
2015-09-02,584,2015,3,9,September,2,Wednesday,False
2015-09-03,585,2015,3,9,September,3,Thursday,False
2015-09-04,586,2015,3,9,September,4,Friday,False
2015-09-05,587,2015,3,9,September,5,Saturday,True
2015-09-06,588,2015,3,9,September,6,Sunday,True
2015-09-07,589,2015,3,9,September,7,Monday,False
2015-09-08,590,2015,3,9,September,8,Tuesday,False
2015-09-09,591,2015,3,9,September,9,Wednesday,False
2015-09-10,592,2015,3,9,September,10,Thursday,False
2015-09-11,593,2015,3,9,September,11,Friday,False
2015-09-12,594,2015,3,9,September,12,Saturday,True
2015-09-13,595,2015,3,9,September,13,Sunday,True
2015-09-14,596,2015,3,9,September,14,Monday,False
2015-09-15,597,2015,3,9,September,15,Tuesday,False
2015-09-16,598,2015,3,9,September,16,Wednesday,False
2015-09-17,599,2015,3,9,September,17,Thursday,False
2015-09-18,600,2015,3,9,September,18,Friday,False
2015-09-19,601,2015,3,9,September,19,Saturday,True
2015-09-20,602,2015,3,9,September,20,Sunday,True
2015-09-21,603,2015,3,9,September,21,Monday,False
2015-09-22,604,2015,3,9,September,22,Tuesday,False
2015-09-23,605,2015,3,9,September,23,Wednesday,False
2015-09-24,606,2015,3,9,September,24,Thursday,False
2015-09-25,607,2015,3,9,September,25,Friday,False
2015-09-26,608,2015,3,9,September,26,Saturday,True
2015-09-27,609,2015,3,9,September,27,Sunday,True
2015-09-28,610,2015,3,9,September,28,Monday,False
2015-09-29,611,2015,3,9,September,29,Tuesday,False
2015-09-30,612,2015,3,9,September,30,Wednesday,False
2015-10-01,613,2015,4,10,October,1,Thursday,False
2015-10-02,614,2015,4,10,October,2,Friday,False
2015-10-03,615,2015,4,10,October,3,Saturday,True
2015-10-04,616,2015,4,10,October,4,Sunday,True
2015-10-05,617,2015,4,10,October,5,Monday,False
2015-10-06,618,2015,4,10,October,6,Tuesday,False
2015-10-07,619,2015,4,10,October,7,Wednesday,False
2015-10-08,620,2015,4,10,October,8,Thursday,False
2015-10-09,621,2015,4,10,October,9,Friday,False
2015-10-10,622,2015,4,10,October,10,Saturday,True
2015-10-11,623,2015,4,10,October,11,Sunday,True
2015-10-12,624,2015,4,10,October,12,Monday,False
2015-10-13,625,2015,4,10,October,13,Tuesday,False
2015-10-14,626,2015,4,10,October,14,Wednesday,False
2015-10-15,627,2015,4,10,October,15,Thursday,False
2015-10-16,628,2015,4,10,October,16,Friday,False
2015-10-17,629,2015,4,10,October,17,Saturday,True
2015-10-18,630,2015,4,10,October,18,Sunday,True
2015-10-19,631,2015,4,10,October,19,Monday,False
2015-10-20,632,2015,4,10,October,20,Tuesday,False
2015-10-22,633,2015,4,10,October,22,Thursday,False
2015-10-23,634,2015,4,10,October,23,Friday,False
2015-10-24,635,2015,4,10,October,24,Saturday,True
2015-10-25,636,2015,4,10,October,25,Sunday,True
2015-10-26,637,2015,4,10,October,26,Monday,False
2015-10-27,638,2015,4,10,October,27,Tuesday,False
2015-10-28,639,2015,4,10,October,28,Wednesday,False
2015-10-29,640,2015,4,10,October,29,Thursday,False
2015-10-30,641,2015,4,10,October,30,Friday,False
2015-10-31,642,2015,4,10,October,31,Saturday,True
2015-11-01,643,2015,4,11,November,1,Sunday,True
2015-11-02,644,2015,4,11,November,2,Monday,False
2015-11-03,645,2015,4,11,November,3,Tuesday,False
2015-11-04,646,2015,4,11,November,4,Wednesday,False
2015-11-05,647,2015,4,11,November,5,Thursday,False
2015-11-06,648,2015,4,11,November,6,Friday,False
2015-11-07,649,2015,4,11,November,7,Saturday,True
2015-11-08,650,2015,4,11,November,8,Sunday,True
2015-11-09,651,2015,4,11,November,9,Monday,False
2015-11-10,652,2015,4,11,November,10,Tuesday,False
2015-11-11,653,2015,4,11,November,11,Wednesday,False
2015-11-12,654,2015,4,11,November,12,Thursday,False
2015-11-13,655,2015,4,11,November,13,Friday,False
2015-11-14,656,2015,4,11,November,14,Saturday,True
2015-11-15,657,2015,4,11,November,15,Sunday,True
2015-11-16,658,2015,4,11,November,16,Monday,False
2015-11-17,659,2015,4,11,November,17,Tuesday,False
2015-11-18,660,2015,4,11,November,18,Wednesday,False
2015-11-19,661,2015,4,11,November,19,Thursday,False
2015-11-20,662,2015,4,11,November,20,Friday,False
2015-11-21,663,2015,4,11,November,21,Saturday,True
2015-11-22,664,2015,4,11,November,22,Sunday,True
2015-11-23,665,2015,4,11,November,23,Monday,False
2015-11-24,666,2015,4,11,November,24,Tuesday,False
2015-11-25,667,2015,4,11,November,25,Wednesday,False
2015-11-26,668,2015,4,11,November,26,Thursday,False
2015-11-27,669,2015,4,11,November,27,Friday,False
2015-11-28,670,2015,4,11,November,28,Saturday,True
2015-11-29,671,2015,4,11,November,29,Sunday,True
2015-11-30,672,2015,4,11,November,30,Monday,False
2015-12-01,673,2015,4,12,December,1,Tuesday,False
2015-12-02,674,2015,4,12,December,2,Wednesday,False
2015-12-03,675,2015,4,12,December,3,Thursday,False
2015-12-04,676,2015,4,12,December,4,Friday,False
2015-12-05,677,2015,4,12,December,5,Saturday,True
2015-12-06,678,2015,4,12,December,6,Sunday,True
2015-12-07,679,2015,4,12,December,7,Monday,False
2015-12-08,680,2015,4,12,December,8,Tuesday,False
2015-12-09,681,2015,4,12,December,9,Wednesday,False
2015-12-10,682,2015,4,12,December,10,Thursday,False
2015-12-11,683,2015,4,12,December,11,Friday,False
2015-12-12,684,2015,4,12,December,12,Saturday,True
2015-12-13,685,2015,4,12,December,13,Sunday,True
2015-12-14,686,2015,4,12,December,14,Monday,False
2015-12-15,687,2015,4,12,December,15,Tuesday,False
2015-12-16,688,2015,4,12,December,16,Wednesday,False
2015-12-17,689,2015,4,12,December,17,Thursday,False
2015-12-18,690,2015,4,12,December,18,Friday,False
2015-12-19,691,2015,4,12,December,19,Saturday,True
2015-12-20,692,2015,4,12,December,20,Sunday,True
2015-12-21,693,2015,4,12,December,21,Monday,False
2015-12-22,694,2015,4,12,December,22,Tuesday,False
2015-12-23,695,2015,4,12,December,23,Wednesday,False
2015-12-24,696,2015,4,12,December,24,Thursday,False
2015-12-25,697,2015,4,12,December,25,Friday,False
2015-12-26,698,2015,4,12,December,26,Saturday,True
2015-12-27,699,2015,4,12,December,27,Sunday,True
2015-12-28,700,2015,4,12,December,28,Monday,False
2015-12-29,701,2015,4,12,December,29,Tuesday,False
2015-12-30,702,2015,4,12,December,30,Wednesday,False
2015-12-31,703,2015,4,12,December,31,Thursday,False
2016-01-01,704,2016,1,1,January,1,Friday,False
2016-01-02,705,2016,1,1,January,2,Saturday,True
2016-01-03,706,2016,1,1,January,3,Sunday,True
2016-01-04,707,2016,1,1,January,4,Monday,False
2016-01-05,708,2016,1,1,January,5,Tuesday,False
2016-01-07,709,2016,1,1,January,7,Thursday,False
2016-01-08,710,2016,1,1,January,8,Friday,False
2016-01-09,711,2016,1,1,January,9,Saturday,True
2016-01-10,712,2016,1,1,January,10,Sunday,True
2016-01-11,713,2016,1,1,January,11,Monday,False
2016-01-12,714,2016,1,1,January,12,Tuesday,False
2016-01-13,715,2016,1,1,January,13,Wednesday,False
2016-01-14,716,2016,1,1,January,14,Thursday,False
2016-01-15,717,2016,1,1,January,15,Friday,False
2016-01-16,718,2016,1,1,January,16,Saturday,True
2016-01-17,719,2016,1,1,January,17,Sunday,True
2016-01-19,720,2016,1,1,January,19,Tuesday,False
2016-01-20,721,2016,1,1,January,20,Wednesday,False
2016-01-21,722,2016,1,1,January,21,Thursday,False
2016-01-22,723,2016,1,1,January,22,Friday,False
2016-01-23,724,2016,1,1,January,23,Saturday,True
2016-01-24,725,2016,1,1,January,24,Sunday,True
2016-01-25,726,2016,1,1,January,25,Monday,False
2016-01-26,727,2016,1,1,January,26,Tuesday,False
2016-01-27,728,2016,1,1,January,27,Wednesday,False
2016-01-28,729,2016,1,1,January,28,Thursday,False
2016-01-29,730,2016,1,1,January,29,Friday,False
2016-01-30,731,2016,1,1,January,30,Saturday,True
2016-01-31,732,2016,1,1,January,31,Sunday,True
2016-02-01,733,2016,1,2,February,1,Monday,False
2016-02-02,734,2016,1,2,February,2,Tuesday,False
2016-02-03,735,2016,1,2,February,3,Wednesday,False
2016-02-04,736,2016,1,2,February,4,Thursday,False
2016-02-05,737,2016,1,2,February,5,Friday,False
2016-02-06,738,2016,1,2,February,6,Saturday,True
2016-02-07,739,2016,1,2,February,7,Sunday,True
2016-02-08,740,2016,1,2,February,8,Monday,False
2016-02-09,741,2016,1,2,February,9,Tuesday,False
2016-02-10,742,2016,1,2,February,10,Wednesday,False
2016-02-11,743,2016,1,2,February,11,Thursday,False
2016-02-12,744,2016,1,2,February,12,Friday,False
2016-02-13,745,2016,1,2,February,13,Saturday,True
2016-02-14,746,2016,1,2,February,14,Sunday,True
2016-02-15,747,2016,1,2,February,15,Monday,False
2016-02-16,748,2016,1,2,February,16,Tuesday,False
2016-02-18,749,2016,1,2,February,18,Thursday,False
2016-02-19,750,2016,1,2,February,19,Friday,False
2016-02-20,751,2016,1,2,February,20,Saturday,True
2016-02-21,752,2016,1,2,February,21,Sunday,True
2016-02-22,753,2016,1,2,February,22,Monday,False
2016-02-23,754,2016,1,2,February,23,Tuesday,False
2016-02-24,755,2016,1,2,February,24,Wednesday,False
2016-02-25,756,2016,1,2,February,25,Thursday,False
2016-02-26,757,2016,1,2,February,26,Friday,False
2016-02-27,758,2016,1,2,February,27,Saturday,True
2016-02-28,759,2016,1,2,February,28,Sunday,True
2016-02-29,760,2016,1,2,February,29,Monday,False
2016-03-01,761,2016,1,3,March,1,Tuesday,False
2016-03-02,762,2016,1,3,March,2,Wednesday,False
2016-03-03,763,2016,1,3,March,3,Thursday,False
2016-03-04,764,2016,1,3,March,4,Friday,False
2016-03-05,765,2016,1,3,March,5,Saturday,True
2016-03-06,766,2016,1,3,March,6,Sunday,True
2016-03-07,767,2016,1,3,March,7,Monday,False
2016-03-08,768,2016,1,3,March,8,Tuesday,False
2016-03-09,769,2016,1,3,March,9,Wednesday,False
2016-03-10,770,2016,1,3,March,10,Thursday,False
2016-03-11,771,2016,1,3,March,11,Friday,False
2016-03-12,772,2016,1,3,March,12,Saturday,True
2016-03-13,773,2016,1,3,March,13,Sunday,True
2016-03-14,774,2016,1,3,March,14,Monday,False
2016-03-15,775,2016,1,3,March,15,Tuesday,False
2016-03-16,776,2016,1,3,March,16,Wednesday,False
2016-03-17,777,2016,1,3,March,17,Thursday,False
2016-03-18,778,2016,1,3,March,18,Friday,False
2016-03-19,779,2016,1,3,March,19,Saturday,True
2016-03-20,780,2016,1,3,March,20,Sunday,True
2016-03-21,781,2016,1,3,March,21,Monday,False
2016-03-22,782,2016,1,3,March,22,Tuesday,False
2016-03-23,783,2016,1,3,March,23,Wednesday,False
2016-03-24,784,2016,1,3,March,24,Thursday,False
2016-03-25,785,2016,1,3,March,25,Friday,False
2016-03-26,786,2016,1,3,March,26,Saturday,True
2016-03-27,787,2016,1,3,March,27,Sunday,True
2016-03-28,788,2016,1,3,March,28,Monday,False
2016-03-29,789,2016,1,3,March,29,Tuesday,False
2016-03-30,790,2016,1,3,March,30,Wednesday,False
2016-03-31,791,2016,1,3,March,31,Thursday,False
2016-04-01,792,2016,2,4,April,1,Friday,False
2016-04-02,793,2016,2,4,April,2,Saturday,True
2016-04-03,794,2016,2,4,April,3,Sunday,True
2016-04-04,795,2016,2,4,April,4,Monday,False
2016-04-05,796,2016,2,4,April,5,Tuesday,False
2016-04-06,797,2016,2,4,April,6,Wednesday,False
2016-04-07,798,2016,2,4,April,7,Thursday,False
2016-04-08,799,2016,2,4,April,8,Friday,False
2016-04-09,800,2016,2,4,April,9,Saturday,True
2016-04-10,801,2016,2,4,April,10,Sunday,True
2016-04-11,802,2016,2,4,April,11,Monday,False
2016-04-12,803,2016,2,4,April,12,Tuesday,False
2016-04-13,804,2016,2,4,April,13,Wednesday,False
2016-04-14,805,2016,2,4,April,14,Thursday,False
2016-04-15,806,2016,2,4,April,15,Friday,False
2016-04-16,807,2016,2,4,April,16,Saturday,True
2016-04-17,808,2016,2,4,April,17,Sunday,True
2016-04-18,809,2016,2,4,April,18,Monday,False
2016-04-19,810,2016,2,4,April,19,Tuesday,False
2016-04-20,811,2016,2,4,April,20,Wednesday,False
2016-04-21,812,2016,2,4,April,21,Thursday,False
2016-04-22,813,2016,2,4,April,22,Friday,False
2016-04-23,814,2016,2,4,April,23,Saturday,True
2016-04-24,815,2016,2,4,April,24,Sunday,True
2016-04-25,816,2016,2,4,April,25,Monday,False
2016-04-26,817,2016,2,4,April,26,Tuesday,False
2016-04-27,818,2016,2,4,April,27,Wednesday,False
2016-04-28,819,2016,2,4,April,28,Thursday,False
2016-04-29,820,2016,2,4,April,29,Friday,False
2016-04-30,821,2016,2,4,April,30,Saturday,True
2016-05-01,822,2016,2,5,May,1,Sunday,True
2016-05-02,823,2016,2,5,May,2,Monday,False
2016-05-03,824,2016,2,5,May,3,Tuesday,False
2016-05-04,825,2016,2,5,May,4,Wednesday,False
2016-05-05,826,2016,2,5,May,5,Thursday,False
2016-05-06,827,2016,2,5,May,6,Friday,False
2016-05-07,828,2016,2,5,May,7,Saturday,True
2016-05-08,829,2016,2,5,May,8,Sunday,True
2016-05-09,830,2016,2,5,May,9,Monday,False
2016-05-10,831,2016,2,5,May,10,Tuesday,False
2016-05-11,832,2016,2,5,May,11,Wednesday,False
2016-05-12,833,2016,2,5,May,12,Thursday,False
2016-05-13,834,2016,2,5,May,13,Friday,False
2016-05-14,835,2016,2,5,May,14,Saturday,True
2016-05-15,836,2016,2,5,May,15,Sunday,True
2016-05-16,837,2016,2,5,May,16,Monday,False
2016-05-17,838,2016,2,5,May,17,Tuesday,False
2016-05-18,839,2016,2,5,May,18,Wednesday,False
2016-05-19,840,2016,2,5,May,19,Thursday,False
2016-05-20,841,2016,2,5,May,20,Friday,False
2016-05-21,842,2016,2,5,May,21,Saturday,True
2016-05-22,843,2016,2,5,May,22,Sunday,True
2016-05-23,844,2016,2,5,May,23,Monday,False
2016-05-24,845,2016,2,5,May,24,Tuesday,False
2016-05-25,846,2016,2,5,May,25,Wednesday,False
2016-05-26,847,2016,2,5,May,26,Thursday,False
2016-05-27,848,2016,2,5,May,27,Friday,False
2016-05-28,849,2016,2,5,May,28,Saturday,True
2016-05-29,850,2016,2,5,May,29,Sunday,True
2016-05-30,851,2016,2,5,May,30,Monday,False
2016-05-31,852,2016,2,5,May,31,Tuesday,False
2016-06-01,853,2016,2,6,June,1,Wednesday,False
2016-06-02,854,2016,2,6,June,2,Thursday,False
2016-06-03,855,2016,2,6,June,3,Friday,False
2016-06-04,856,2016,2,6,June,4,Saturday,True
2016-06-05,857,2016,2,6,June,5,Sunday,True
2016-06-06,858,2016,2,6,June,6,Monday,False
2016-06-07,859,2016,2,6,June,7,Tuesday,False
2016-06-09,860,2016,2,6,June,9,Thursday,False
2016-06-10,861,2016,2,6,June,10,Friday,False
2016-06-11,862,2016,2,6,June,11,Saturday,True
2016-06-12,863,2016,2,6,June,12,Sunday,True
2016-06-13,864,2016,2,6,June,13,Monday,False
2016-06-14,865,2016,2,6,June,14,Tuesday,False
2016-06-15,866,2016,2,6,June,15,Wednesday,False
2016-06-16,867,2016,2,6,June,16,Thursday,False
2016-06-17,868,2016,2,6,June,17,Friday,False
2016-06-18,869,2016,2,6,June,18,Saturday,True
2016-06-19,870,2016,2,6,June,19,Sunday,True
2016-06-20,871,2016,2,6,June,20,Monday,False
2016-06-21,872,2016,2,6,June,21,Tuesday,False
2016-06-22,873,2016,2,6,June,22,Wednesday,False
2016-06-23,874,2016,2,6,June,23,Thursday,False
2016-06-24,875,2016,2,6,June,24,Friday,False
2016-06-25,876,2016,2,6,June,25,Saturday,True
2016-06-26,877,2016,2,6,June,26,Sunday,True
2016-06-27,878,2016,2,6,June,27,Monday,False
2016-06-28,879,2016,2,6,June,28,Tuesday,False
2016-06-29,880,2016,2,6,June,29,Wednesday,False
2016-06-30,881,2016,2,6,June,30,Thursday,False
2016-07-01,882,2016,3,7,July,1,Friday,False
2016-07-02,883,2016,3,7,July,2,Saturday,True
2016-07-03,884,2016,3,7,July,3,Sunday,True
2016-07-04,885,2016,3,7,July,4,Monday,False
2016-07-06,886,2016,3,7,July,6,Wednesday,False
2016-07-07,887,2016,3,7,July,7,Thursday,False
2016-07-08,888,2016,3,7,July,8,Friday,False
2016-07-09,889,2016,3,7,July,9,Saturday,True
2016-07-10,890,2016,3,7,July,10,Sunday,True
2016-07-11,891,2016,3,7,July,11,Monday,False
2016-07-12,892,2016,3,7,July,12,Tuesday,False
2016-07-13,893,2016,3,7,July,13,Wednesday,False
2016-07-14,894,2016,3,7,July,14,Thursday,False
2016-07-15,895,2016,3,7,July,15,Friday,False
2016-07-16,896,2016,3,7,July,16,Saturday,True
2016-07-17,897,2016,3,7,July,17,Sunday,True
2016-07-18,898,2016,3,7,July,18,Monday,False
2016-07-19,899,2016,3,7,July,19,Tuesday,False
2016-07-20,900,2016,3,7,July,20,Wednesday,False
2016-07-21,901,2016,3,7,July,21,Thursday,False
2016-07-22,902,2016,3,7,July,22,Friday,False
2016-07-23,903,2016,3,7,July,23,Saturday,True
2016-07-24,904,2016,3,7,July,24,Sunday,True
2016-07-25,905,2016,3,7,July,25,Monday,False
2016-07-26,906,2016,3,7,July,26,Tuesday,False
2016-07-27,907,2016,3,7,July,27,Wednesday,False
2016-07-28,908,2016,3,7,July,28,Thursday,False
2016-07-29,909,2016,3,7,July,29,Friday,False
2016-07-30,910,2016,3,7,July,30,Saturday,True
2016-07-31,911,2016,3,7,July,31,Sunday,True
2016-08-01,912,2016,3,8,August,1,Monday,False
2016-08-02,913,2016,3,8,August,2,Tuesday,False
2016-08-03,914,2016,3,8,August,3,Wednesday,False
2016-08-04,915,2016,3,8,August,4,Thursday,False
2016-08-05,916,2016,3,8,August,5,Friday,False
2016-08-06,917,2016,3,8,August,6,Saturday,True
2016-08-07,918,2016,3,8,August,7,Sunday,True
2016-08-08,919,2016,3,8,August,8,Monday,False
2016-08-09,920,2016,3,8,August,9,Tuesday,False
2016-08-10,921,2016,3,8,August,10,Wednesday,False
2016-08-11,922,2016,3,8,August,11,Thursday,False
2016-08-12,923,2016,3,8,August,12,Friday,False
2016-08-13,924,2016,3,8,August,13,Saturday,True
2016-08-14,925,2016,3,8,August,14,Sunday,True
2016-08-15,926,2016,3,8,August,15,Monday,False
2016-08-16,927,2016,3,8,August,16,Tuesday,False
2016-08-17,928,2016,3,8,August,17,Wednesday,False
2016-08-18,929,2016,3,8,August,18,Thursday,False
2016-08-19,930,2016,3,8,August,19,Friday,False
2016-08-20,931,2016,3,8,August,20,Saturday,True
2016-08-21,932,2016,3,8,August,21,Sunday,True
2016-08-22,933,2016,3,8,August,22,Monday,False
2016-08-23,934,2016,3,8,August,23,Tuesday,False
2016-08-24,935,2016,3,8,August,24,Wednesday,False
2016-08-25,936,2016,3,8,August,25,Thursday,False
2016-08-26,937,2016,3,8,August,26,Friday,False
2016-08-27,938,2016,3,8,August,27,Saturday,True
2016-08-28,939,2016,3,8,August,28,Sunday,True
2016-08-29,940,2016,3,8,August,29,Monday,False
2016-08-30,941,2016,3,8,August,30,Tuesday,False
2016-08-31,942,2016,3,8,August,31,Wednesday,False
2016-09-01,943,2016,3,9,September,1,Thursday,False
2016-09-02,944,2016,3,9,September,2,Friday,False
2016-09-03,945,2016,3,9,September,3,Saturday,True
2016-09-04,946,2016,3,9,September,4,Sunday,True
2016-09-05,947,2016,3,9,September,5,Monday,False
2016-09-06,948,2016,3,9,September,6,Tuesday,False
2016-09-07,949,2016,3,9,September,7,Wednesday,False
2016-09-08,950,2016,3,9,September,8,Thursday,False
2016-09-09,951,2016,3,9,September,9,Friday,False
2016-09-10,952,2016,3,9,September,10,Saturday,True
2016-09-11,953,2016,3,9,September,11,Sunday,True
2016-09-12,954,2016,3,9,September,12,Monday,False
2016-09-13,955,2016,3,9,September,13,Tuesday,False
2016-09-14,956,2016,3,9,September,14,Wednesday,False
2016-09-15,957,2016,3,9,September,15,Thursday,False
2016-09-16,958,2016,3,9,September,16,Friday,False
2016-09-17,959,2016,3,9,September,17,Saturday,True
2016-09-18,960,2016,3,9,September,18,Sunday,True
2016-09-19,961,2016,3,9,September,19,Monday,False
2016-09-20,962,2016,3,9,September,20,Tuesday,False
2016-09-21,963,2016,3,9,September,21,Wednesday,False
2016-09-22,964,2016,3,9,September,22,Thursday,False
2016-09-23,965,2016,3,9,September,23,Friday,False
2016-09-24,966,2016,3,9,September,24,Saturday,True
