Full Date,Date ID,Year,Quarter,Month,Month Name,Day,Weekday,Is Weekend
2016-09-25,967,2016,3,9,September,25,Sunday,True
2016-09-26,968,2016,3,9,September,26,Monday,False
2016-09-27,969,2016,3,9,September,27,Tuesday,False
2016-09-28,970,2016,3,9,September,28,Wednesday,False
2016-09-29,971,2016,3,9,September,29,Thursday,False
2016-09-30,972,2016,3,9,September,30,Friday,False
2016-10-01,973,2016,4,10,October,1,Saturday,True
2016-10-02,974,2016,4,10,October,2,Sunday,True
2016-10-03,975,2016,4,10,October,3,Monday,False
2016-10-04,976,2016,4,10,October,4,Tuesday,False
2016-10-05,977,2016,4,10,October,5,Wednesday,False
2016-10-06,978,2016,4,10,October,6,Thursday,False
2016-10-07,979,2016,4,10,October,7,Friday,False
2016-10-08,980,2016,4,10,October,8,Saturday,True
2016-10-09,981,2016,4,10,October,9,Sunday,True
2016-10-10,982,2016,4,10,October,10,Monday,False
2016-10-11,983,2016,4,10,October,11,Tuesday,False
2016-10-12,984,2016,4,10,October,12,Wednesday,False
2016-10-13,985,2016,4,10,October,13,Thursday,False
2016-10-14,986,2016,4,10,October,14,Friday,False
2016-10-15,987,2016,4,10,October,15,Saturday,True
2016-10-16,988,2016,4,10,October,16,Sunday,True
2016-10-17,989,2016,4,10,October,17,Monday,False
2016-10-18,990,2016,4,10,October,18,Tuesday,False
2016-10-19,991,2016,4,10,October,19,Wednesday,False
2016-10-20,992,2016,4,10,October,20,Thursday,False
2016-10-21,993,2016,4,10,October,21,Friday,False
2016-10-22,994,2016,4,10,October,22,Saturday,True
2016-10-23,995,2016,4,10,October,23,Sunday,True
2016-10-24,996,2016,4,10,October,24,Monday,False
2016-10-25,997,2016,4,10,October,25,Tuesday,False
2016-10-26,998,2016,4,10,October,26,Wednesday,False
2016-10-27,999,2016,4,10,October,27,Thursday,False
2016-10-28,1000,2016,4,10,October,28,Friday,False
2016-10-29,1001,2016,4,10,October,29,Saturday,True
2016-10-30,1002,2016,4,10,October,30,Sunday,True
2016-10-31,1003,2016,4,10,October,31,Monday,False
2016-11-01,1004,2016,4,11,November,1,Tuesday,False
2016-11-02,1005,2016,4,11,November,2,Wednesday,False
2016-11-03,1006,2016,4,11,November,3,Thursday,False
2016-11-04,1007,2016,4,11,November,4,Friday,False
2016-11-05,1008,2016,4,11,November,5,Saturday,True
2016-11-06,1009,2016,4,11,November,6,Sunday,True
2016-11-07,1010,2016,4,11,November,7,Monday,False
2016-11-08,1011,2016,4,11,November,8,Tuesday,False
2016-11-09,1012,2016,4,11,November,9,Wednesday,False
2016-11-10,1013,2016,4,11,November,10,Thursday,False
2016-11-11,1014,2016,4,11,November,11,Friday,False
2016-11-12,1015,2016,4,11,November,12,Saturday,True
2016-11-13,1016,2016,4,11,November,13,Sunday,True
2016-11-14,1017,2016,4,11,November,14,Monday,False
2016-11-15,1018,2016,4,11,November,15,Tuesday,False
2016-11-16,1019,2016,4,11,November,16,Wednesday,False
2016-11-17,1020,2016,4,11,November,17,Thursday,False
2016-11-18,1021,2016,4,11,November,18,Friday,False
2016-11-19,1022,2016,4,11,November,19,Saturday,True
2016-11-20,1023,2016,4,11,November,20,Sunday,True
2016-11-21,1024,2016,4,11,November,21,Monday,False
2016-11-22,1025,2016,4,11,November,22,Tuesday,False
2016-11-23,1026,2016,4,11,November,23,Wednesday,False
2016-11-24,1027,2016,4,11,November,24,Thursday,False
2016-11-25,1028,2016,4,11,November,25,Friday,False
2016-11-26,1029,2016,4,11,November,26,Saturday,True
2016-11-27,1030,2016,4,11,November,27,Sunday,True
2016-11-28,1031,2016,4,11,November,28,Monday,False
2016-11-29,1032,2016,4,11,November,29,Tuesday,False
2016-11-30,1033,2016,4,11,November,30,Wednesday,False
2016-12-01,1034,2016,4,12,December,1,Thursday,False
2016-12-02,1035,2016,4,12,December,2,Friday,False
2016-12-03,1036,2016,4,12,December,3,Saturday,True
2016-12-04,1037,2016,4,12,December,4,Sunday,True
2016-12-05,1038,2016,4,12,December,5,Monday,False
2016-12-06,1039,2016,4,12,December,6,Tuesday,False
2016-12-07,1040,2016,4,12,December,7,Wednesday,False
2016-12-08,1041,2016,4,12,December,8,Thursday,False
2016-12-09,1042,2016,4,12,December,9,Friday,False
2016-12-10,1043,2016,4,12,December,10,Saturday,True
2016-12-11,1044,2016,4,12,December,11,Sunday,True
2016-12-12,1045,2016,4,12,December,12,Monday,False
2016-12-13,1046,2016,4,12,December,13,Tuesday,False
2016-12-14,1047,2016,4,12,December,14,Wednesday,False
2016-12-15,1048,2016,4,12,December,15,Thursday,False
2016-12-16,1049,2016,4,12,December,16,Friday,False
2016-12-17,1050,2016,4,12,December,17,Saturday,True
2016-12-18,1051,2016,4,12,December,18,Sunday,True
2016-12-19,1052,2016,4,12,December,19,Monday,False
2016-12-20,1053,2016,4,12,December,20,Tuesday,False
2016-12-21,1054,2016,4,12,December,21,Wednesday,False
2016-12-22,1055,2016,4,12,December,22,Thursday,False
2016-12-23,1056,2016,4,12,December,23,Friday,False
2016-12-24,1057,2016,4,12,December,24,Saturday,True
2016-12-25,1058,2016,4,12,December,25,Sunday,True
2016-12-26,1059,2016,4,12,December,26,Monday,False
2016-12-27,1060,2016,4,12,December,27,Tuesday,False
2016-12-28,1061,2016,4,12,December,28,Wednesday,False
2016-12-29,1062,2016,4,12,December,29,Thursday,False
2016-12-30,1063,2016,4,12,December,30,Friday,False
2016-12-31,1064,2016,4,12,December,31,Saturday,True
2017-01-01,1065,2017,1,1,January,1,Sunday,True
2017-01-02,1066,2017,1,1,January,2,Monday,False
2017-01-03,1067,2017,1,1,January,3,Tuesday,False
2017-01-04,1068,2017,1,1,January,4,Wednesday,False
2017-01-05,1069,2017,1,1,January,5,Thursday,False
2017-01-06,1070,2017,1,1,January,6,Friday,False
2017-01-07,1071,2017,1,1,January,7,Saturday,True
2017-01-08,1072,2017,1,1,January,8,Sunday,True
2017-01-09,1073,2017,1,1,January,9,Monday,False
2017-01-10,1074,2017,1,1,January,10,Tuesday,False
2017-01-11,1075,2017,1,1,January,11,Wednesday,False
2017-01-12,1076,2017,1,1,January,12,Thursday,False
2017-01-13,1077,2017,1,1,January,13,Friday,False
2017-01-14,1078,2017,1,1,January,14,Saturday,True
2017-01-15,1079,2017,1,1,January,15,Sunday,True
2017-01-16,1080,2017,1,1,January,16,Monday,False
2017-01-17,1081,2017,1,1,January,17,Tuesday,False
2017-01-18,1082,2017,1,1,January,18,Wednesday,False
2017-01-19,1083,2017,1,1,January,19,Thursday,False
2017-01-20,1084,2017,1,1,January,20,Friday,False
2017-01-21,1085,2017,1,1,January,21,Saturday,True
2017-01-22,1086,2017,1,1,January,22,Sunday,True
2017-01-23,1087,2017,1,1,January,23,Monday,False
2017-01-24,1088,2017,1,1,January,24,Tuesday,False
2017-01-25,1089,2017,1,1,January,25,Wednesday,False
2017-01-26,1090,2017,1,1,January,26,Thursday,False
2017-01-27,1091,2017,1,1,January,27,Friday,False
2017-01-28,1092,2017,1,1,January,28,Saturday,True
2017-01-29,1093,2017,1,1,January,29,Sunday,True
2017-01-30,1094,2017,1,1,January,30,Monday,False
2017-01-31,1095,2017,1,1,January,31,Tuesday,False
2017-02-01,1096,2017,1,2,February,1,Wednesday,False
2017-02-02,1097,2017,1,2,February,2,Thursday,False
2017-02-03,1098,2017,1,2,February,3,Friday,False
2017-02-04,1099,2017,1,2,February,4,Saturday,True
2017-02-05,1100,2017,1,2,February,5,Sunday,True
2017-02-06,1101,2017,1,2,February,6,Monday,False
2017-02-07,1102,2017,1,2,February,7,Tuesday,False
2017-02-08,1103,2017,1,2,February,8,Wednesday,False
2017-02-09,1104,2017,1,2,February,9,Thursday,False
2017-02-10,1105,2017,1,2,February,10,Friday,False
2017-02-11,1106,2017,1,2,February,11,Saturday,True
2017-02-12,1107,2017,1,2,February,12,Sunday,True
2017-02-13,1108,2017,1,2,February,13,Monday,False
2017-02-14,1109,2017,1,2,February,14,Tuesday,False
2017-02-15,1110,2017,1,2,February,15,Wednesday,False
2017-02-16,1111,2017,1,2,February,16,Thursday,False
2017-02-17,1112,2017,1,2,February,17,Friday,False
2017-02-18,1113,2017,1,2,February,18,Saturday,True
2017-02-19,1114,2017,1,2,February,19,Sunday,True
2017-02-20,1115,2017,1,2,February,20,Monday,False
2017-02-21,1116,2017,1,2,February,21,Tuesday,False
2017-02-22,1117,2017,1,2,February,22,Wednesday,False
2017-02-23,1118,2017,1,2,February,23,Thursday,False
2017-02-24,1119,2017,1,2,February,24,Friday,False
2017-02-25,1120,2017,1,2,February,25,Saturday,True
2017-02-26,1121,2017,1,2,February,26,Sunday,True
2017-02-27,1122,2017,1,2,February,27,Monday,False
2017-02-28,1123,2017,1,2,February,28,Tuesday,False
2017-03-01,1124,2017,1,3,March,1,Wednesday,False
2017-03-02,1125,2017,1,3,March,2,Thursday,False
2017-03-03,1126,2017,1,3,March,3,Friday,False
2017-03-04,1127,2017,1,3,March,4,Saturday,True
2017-03-05,1128,2017,1,3,March,5,Sunday,True
2017-03-06,1129,2017,1,3,March,6,Monday,False
2017-03-07,1130,2017,1,3,March,7,Tuesday,False
2017-03-08,1131,2017,1,3,March,8,Wednesday,False
2017-03-09,1132,2017,1,3,March,9,Thursday,False
2017-03-10,1133,2017,1,3,March,10,Friday,False
2017-03-11,1134,2017,1,3,March,11,Saturday,True
2017-03-12,1135,2017,1,3,March,12,Sunday,True
2017-03-13,1136,2017,1,3,March,13,Monday,False
2017-03-14,1137,2017,1,3,March,14,Tuesday,False
2017-03-15,1138,2017,1,3,March,15,Wednesday,False
2017-03-16,1139,2017,1,3,March,16,Thursday,False
2017-03-17,1140,2017,1,3,March,17,Friday,False
2017-03-18,1141,2017,1,3,March,18,Saturday,True
2017-03-19,1142,2017,1,3,March,19,Sunday,True
2017-03-20,1143,2017,1,3,March,20,Monday,False
2017-03-21,1144,2017,1,3,March,21,Tuesday,False
2017-03-22,1145,2017,1,3,March,22,Wednesday,False
2017-03-23,1146,2017,1,3,March,23,Thursday,False
2017-03-24,1147,2017,1,3,March,24,Friday,False
2017-03-25,1148,2017,1,3,March,25,Saturday,True
2017-03-26,1149,2017,1,3,March,26,Sunday,True
2017-03-27,1150,2017,1,3,March,27,Monday,False
2017-03-28,1151,2017,1,3,March,28,Tuesday,False
2017-03-29,1152,2017,1,3,March,29,Wednesday,False
2017-03-30,1153,2017,1,3,March,30,Thursday,False
2017-03-31,1154,2017,1,3,March,31,Friday,False
2017-04-01,1155,2017,2,4,April,1,Saturday,True
2017-04-02,1156,2017,2,4,April,2,Sunday,True
2017-04-03,1157,2017,2,4,April,3,Monday,False
2017-04-04,1158,2017,2,4,April,4,Tuesday,False
2017-04-05,1159,2017,2,4,April,5,Wednesday,False
2017-04-06,1160,2017,2,4,April,6,Thursday,False
2017-04-07,1161,2017,2,4,April,7,Friday,False
2017-04-08,1162,2017,2,4,April,8,Saturday,True
2017-04-09,1163,2017,2,4,April,9,Sunday,True
2017-04-10,1164,2017,2,4,April,10,Monday,False
2017-04-11,1165,2017,2,4,April,11,Tuesday,False
2017-04-12,1166,2017,2,4,April,12,Wednesday,False
2017-04-13,1167,2017,2,4,April,13,Thursday,False
2017-04-14,1168,2017,2,4,April,14,Friday,False
2017-04-15,1169,2017,2,4,April,15,Saturday,True
2017-04-16,1170,2017,2,4,April,16,Sunday,True
2017-04-17,1171,2017,2,4,April,17,Monday,False
2017-04-18,1172,2017,2,4,April,18,Tuesday,False
2017-04-19,1173,2017,2,4,April,19,Wednesday,False
2017-04-20,1174,2017,2,4,April,20,Thursday,False
2017-04-21,1175,2017,2,4,April,21,Friday,False
2017-04-22,1176,2017,2,4,April,22,Saturday,True
2017-04-23,1177,2017,2,4,April,23,Sunday,True
2017-04-24,1178,2017,2,4,April,24,Monday,False
2017-04-25,1179,2017,2,4,April,25,Tuesday,False
2017-04-26,1180,2017,2,4,April,26,Wednesday,False
2017-04-27,1181,2017,2,4,April,27,Thursday,False
2017-04-28,1182,2017,2,4,April,28,Friday,False
2017-04-29,1183,2017,2,4,April,29,Saturday,True
2017-04-30,1184,2017,2,4,April,30,Sunday,True
2017-05-01,1185,2017,2,5,May,1,Monday,False
2017-05-02,1186,2017,2,5,May,2,Tuesday,False
2017-05-03,1187,2017,2,5,May,3,Wednesday,False
2017-05-04,1188,2017,2,5,May,4,Thursday,False
2017-05-05,1189,2017,2,5,May,5,Friday,False
2017-05-06,1190,2017,2,5,May,6,Saturday,True
2017-05-07,1191,2017,2,5,May,7,Sunday,True
2017-05-08,1192,2017,2,5,May,8,Monday,False
2017-05-09,1193,2017,2,5,May,9,Tuesday,False
2017-05-10,1194,2017,2,5,May,10,Wednesday,False
2017-05-11,1195,2017,2,5,May,11,Thursday,False
2017-05-12,1196,2017,2,5,May,12,Friday,False
2017-05-13,1197,2017,2,5,May,13,Saturday,True
2017-05-14,1198,2017,2,5,May,14,Sunday,True
2017-05-15,1199,2017,2,5,May,15,Monday,False
2017-05-16,1200,2017,2,5,May,16,Tuesday,False
2017-05-17,1201,2017,2,5,May,17,Wednesday,False
2017-05-18,1202,2017,2,5,May,18,Thursday,False
2017-05-19,1203,2017,2,5,May,19,Friday,False
2017-05-20,1204,2017,2,5,May,20,Saturday,True
2017-05-21,1205,2017,2,5,May,21,Sunday,True
2017-05-22,1206,2017,2,5,May,22,Monday,False
2017-05-23,1207,2017,2,5,May,23,Tuesday,False
2017-05-24,1208,2017,2,5,May,24,Wednesday,False
2017-05-25,1209,2017,2,5,May,25,Thursday,False
2017-05-26,1210,2017,2,5,May,26,Friday,False
2017-05-27,1211,2017,2,5,May,27,Saturday,True
2017-05-28,1212,2017,2,5,May,28,Sunday,True
2017-05-29,1213,2017,2,5,May,29,Monday,False
2017-05-30,1214,2017,2,5,May,30,Tuesday,False
2017-05-31,1215,2017,2,5,May,31,Wednesday,False
2017-06-01,1216,2017,2,6,June,1,Thursday,False
2017-06-02,1217,2017,2,6,June,2,Friday,False
2017-06-03,1218,2017,2,6,June,3,Saturday,True
2017-06-04,1219,2017,2,6,June,4,Sunday,True
2017-06-05,1220,2017,2,6,June,5,Monday,False
2017-06-06,1221,2017,2,6,June,6,Tuesday,False
2017-06-07,1222,2017,2,6,June,7,Wednesday,False
2017-06-08,1223,2017,2,6,June,8,Thursday,False
2017-06-09,1224,2017,2,6,June,9,Friday,False
2017-06-10,1225,2017,2,6,June,10,Saturday,True
2017-06-11,1226,2017,2,6,June,11,Sunday,True
2017-06-12,1227,2017,2,6,June,12,Monday,False
2017-06-13,1228,2017,2,6,June,13,Tuesday,False
2017-06-14,1229,2017,2,6,June,14,Wednesday,False
2017-06-15,1230,2017,2,6,June,15,Thursday,False
2017-06-16,1231,2017,2,6,June,16,Friday,False
2017-06-17,1232,2017,2,6,June,17,Saturday,True
2017-06-18,1233,2017,2,6,June,18,Sunday,True
2017-06-19,1234,2017,2,6,June,19,Monday,False
2017-06-20,1235,2017,2,6,June,20,Tuesday,False
2017-06-21,1236,2017,2,6,June,21,Wednesday,False
2017-06-22,1237,2017,2,6,June,22,Thursday,False
2017-06-23,1238,2017,2,6,June,23,Friday,False
2017-06-24,1239,2017,2,6,June,24,Saturday,True
2017-06-25,1240,2017,2,6,June,25,Sunday,True
2017-06-26,1241,2017,2,6,June,26,Monday,False
2017-06-27,1242,2017,2,6,June,27,Tuesday,False
2017-06-28,1243,2017,2,6,June,28,Wednesday,False
2017-06-29,1244,2017,2,6,June,29,Thursday,False
2017-06-30,1245,2017,2,6,June,30,Friday,False
2017-07-01,1246,2017,3,7,July,1,Saturday,True
2017-07-02,1247,2017,3,7,July,2,Sunday,True
2017-07-03,1248,2017,3,7,July,3,Monday,False
2017-07-04,1249,2017,3,7,July,4,Tuesday,False
2017-07-05,1250,2017,3,7,July,5,Wednesday,False
2017-07-06,1251,2017,3,7,July,6,Thursday,False
2017-07-07,1252,2017,3,7,July,7,Friday,False
2017-07-08,1253,2017,3,7,July,8,Saturday,True
2017-07-09,1254,2017,3,7,July,9,Sunday,True
2017-07-10,1255,2017,3,7,July,10,Monday,False
2017-07-11,1256,2017,3,7,July,11,Tuesday,False
2017-07-12,1257,2017,3,7,July,12,Wednesday,False
2017-07-13,1258,2017,3,7,July,13,Thursday,False
2017-07-14,1259,2017,3,7,July,14,Friday,False
2017-07-15,1260,2017,3,7,July,15,Saturday,True
2017-07-16,1261,2017,3,7,July,16,Sunday,True
2017-07-17,1262,2017,3,7,July,17,Monday,False
2017-07-18,1263,2017,3,7,July,18,Tuesday,False
2017-07-19,1264,2017,3,7,July,19,Wednesday,False
2017-07-20,1265,2017,3,7,July,20,Thursday,False
2017-07-21,1266,2017,3,7,July,21,Friday,False
2017-07-22,1267,2017,3,7,July,22,Saturday,True
2017-07-23,1268,2017,3,7,July,23,Sunday,True
2017-07-24,1269,2017,3,7,July,24,Monday,False
2017-07-25,1270,2017,3,7,July,25,Tuesday,False
2017-07-26,1271,2017,3,7,July,26,Wednesday,False
2017-07-27,1272,2017,3,7,July,27,Thursday,False
2017-07-28,1273,2017,3,7,July,28,Friday,False
2017-07-29,1274,2017,3,7,July,29,Saturday,True
2017-07-30,1275,2017,3,7,July,30,Sunday,True
2017-07-31,1276,2017,3,7,July,31,Monday,False
2017-08-01,1277,2017,3,8,August,1,Tuesday,False
2017-08-02,1278,2017,3,8,August,2,Wednesday,False
2017-08-03,1279,2017,3,8,August,3,Thursday,False
2017-08-04,1280,2017,3,8,August,4,Friday,False
2017-08-05,1281,2017,3,8,August,5,Saturday,True
2017-08-06,1282,2017,3,8,August,6,Sunday,True
2017-08-07,1283,2017,3,8,August,7,Monday,False
2017-08-08,1284,2017,3,8,August,8,Tuesday,False
2017-08-09,1285,2017,3,8,August,9,Wednesday,False
2017-08-10,1286,2017,3,8,August,10,Thursday,False
2017-08-11,1287,2017,3,8,August,11,Friday,False
2017-08-12,1288,2017,3,8,August,12,Saturday,True
2017-08-13,1289,2017,3,8,August,13,Sunday,True
2017-08-14,1290,2017,3,8,August,14,Monday,False
2017-08-15,1291,2017,3,8,August,15,Tuesday,False
2017-08-16,1292,2017,3,8,August,16,Wednesday,False
2017-08-17,1293,2017,3,8,August,17,Thursday,False
2017-08-18,1294,2017,3,8,August,18,Friday,False
2017-08-19,1295,2017,3,8,August,19,Saturday,True
2017-08-20,1296,2017,3,8,August,20,Sunday,True
2017-08-21,1297,2017,3,8,August,21,Monday,False
2017-08-22,1298,2017,3,8,August,22,Tuesday,False
2017-08-23,1299,2017,3,8,August,23,Wednesday,False
2017-08-24,1300,2017,3,8,August,24,Thursday,False
2017-08-25,1301,2017,3,8,August,25,Friday,False
2017-08-26,1302,2017,3,8,August,26,Saturday,True
2017-08-27,1303,2017,3,8,August,27,Sunday,True
2017-08-28,1304,2017,3,8,August,28,Monday,False
2017-08-29,1305,2017,3,8,August,29,Tuesday,False
2017-08-30,1306,2017,3,8,August,30,Wednesday,False
2017-08-31,1307,2017,3,8,August,31,Thursday,False
2017-09-01,1308,2017,3,9,September,1,Friday,False
2017-09-02,1309,2017,3,9,September,2,Saturday,True
2017-09-03,1310,2017,3,9,September,3,Sunday,True
2017-09-04,1311,2017,3,9,September,4,Monday,False
2017-09-05,1312,2017,3,9,September,5,Tuesday,False
2017-09-06,1313,2017,3,9,September,6,Wednesday,False
2017-09-07,1314,2017,3,9,September,7,Thursday,False
2017-09-08,1315,2017,3,9,September,8,Friday,False
2017-09-09,1316,2017,3,9,September,9,Saturday,True
2017-09-10,1317,2017,3,9,September,10,Sunday,True
2017-09-11,1318,2017,3,9,September,11,Monday,False
2017-09-12,1319,2017,3,9,September,12,Tuesday,False
2017-09-13,1320,2017,3,9,September,13,Wednesday,False
2017-09-14,1321,2017,3,9,September,14,Thursday,False
2017-09-15,1322,2017,3,9,September,15,Friday,False
2017-09-16,1323,2017,3,9,September,16,Saturday,True
2017-09-17,1324,2017,3,9,September,17,Sunday,True
2017-09-18,1325,2017,3,9,September,18,Monday,False
2017-09-19,1326,2017,3,9,September,19,Tuesday,False
2017-09-20,1327,2017,3,9,September,20,Wednesday,False
2017-09-21,1328,2017,3,9,September,21,Thursday,False
2017-09-22,1329,2017,3,9,September,22,Friday,False
2017-09-23,1330,2017,3,9,September,23,Saturday,True
2017-09-24,1331,2017,3,9,September,24,Sunday,True
2017-09-25,1332,2017,3,9,September,25,Monday,False
2017-09-26,1333,2017,3,9,September,26,Tuesday,False
2017-09-27,1334,2017,3,9,September,27,Wednesday,False
2017-09-28,1335,2017,3,9,September,28,Thursday,False
2017-09-29,1336,2017,3,9,September,29,Friday,False
2017-09-30,1337,2017,3,9,September,30,Saturday,True
2017-10-01,1338,2017,4,10,October,1,Sunday,True
2017-10-02,1339,2017,4,10,October,2,Monday,False
2017-10-03,1340,2017,4,10,October,3,Tuesday,False
2017-10-04,1341,2017,4,10,October,4,Wednesday,False
2017-10-05,1342,2017,4,10,October,5,Thursday,False
2017-10-06,1343,2017,4,10,October,6,Friday,False
2017-10-07,1344,2017,4,10,October,7,Saturday,True
2017-10-08,1345,2017,4,10,October,8,Sunday,True
2017-10-09,1346,2017,4,10,October,9,Monday,False
2017-10-10,1347,2017,4,10,October,10,Tuesday,False
2017-10-11,1348,2017,4,10,October,11,Wednesday,False
2017-10-12,1349,2017,4,10,October,12,Thursday,False
2017-10-13,1350,2017,4,10,October,13,Friday,False
2017-10-14,1351,2017,4,10,October,14,Saturday,True
2017-10-15,1352,2017,4,10,October,15,Sunday,True
2017-10-16,1353,2017,4,10,October,16,Monday,False
2017-10-17,1354,2017,4,10,October,17,Tuesday,False
2017-10-18,1355,2017,4,10,October,18,Wednesday,False
2017-10-19,1356,2017,4,10,October,19,Thursday,False
2017-10-20,1357,2017,4,10,October,20,Friday,False
2017-10-21,1358,2017,4,10,October,21,Saturday,True
2017-10-22,1359,2017,4,10,October,22,Sunday,True
2017-10-23,1360,2017,4,10,October,23,Monday,False
2017-10-24,1361,2017,4,10,October,24,Tuesday,False
2017-10-25,1362,2017,4,10,October,25,Wednesday,False
2017-10-26,1363,2017,4,10,October,26,Thursday,False
2017-10-27,1364,2017,4,10,October,27,Friday,False
2017-10-28,1365,2017,4,10,October,28,Saturday,True
2017-10-29,1366,2017,4,10,October,29,Sunday,True
2017-10-30,1367,2017,4,10,October,30,Monday,False
2017-10-31,1368,2017,4,10,October,31,Tuesday,False
2017-11-01,1369,2017,4,11,November,1,Wednesday,False
2017-11-02,1370,2017,4,11,November,2,Thursday,False
2017-11-03,1371,2017,4,11,November,3,Friday,False
2017-11-04,1372,2017,4,11,November,4,Saturday,True
2017-11-05,1373,2017,4,11,November,5,Sunday,True
2017-11-06,1374,2017,4,11,November,6,Monday,False
2017-11-07,1375,2017,4,11,November,7,Tuesday,False
2017-11-08,1376,2017,4,11,November,8,Wednesday,False
2017-11-09,1377,2017,4,11,November,9,Thursday,False
2017-11-10,1378,2017,4,11,November,10,Friday,False
2017-11-11,1379,2017,4,11,November,11,Saturday,True
2017-11-12,1380,2017,4,11,November,12,Sunday,True
2017-11-13,1381,2017,4,11,November,13,Monday,False
2017-11-14,1382,2017,4,11,November,14,Tuesday,False
2017-11-15,1383,2017,4,11,November,15,Wednesday,False
2017-11-16,1384,2017,4,11,November,16,Thursday,False
2017-11-17,1385,2017,4,11,November,17,Friday,False
2017-11-18,1386,2017,4,11,November,18,Saturday,True
2017-11-19,1387,2017,4,11,November,19,Sunday,True
2017-11-20,1388,2017,4,11,November,20,Monday,False
2017-11-21,1389,2017,4,11,November,21,Tuesday,False
2017-11-22,1390,2017,4,11,November,22,Wednesday,False
2017-11-23,1391,2017,4,11,November,23,Thursday,False
2017-11-24,1392,2017,4,11,November,24,Friday,False
2017-11-25,1393,2017,4,11,November,25,Saturday,True
2017-11-26,1394,2017,4,11,November,26,Sunday,True
2017-11-27,1395,2017,4,11,November,27,Monday,False
2017-11-28,1396,2017,4,11,November,28,Tuesday,False
2017-11-29,1397,2017,4,11,November,29,Wednesday,False
2017-11-30,1398,2017,4,11,November,30,Thursday,False
2017-12-01,1399,2017,4,12,December,1,Friday,False
2017-12-02,1400,2017,4,12,December,2,Saturday,True
2017-12-03,1401,2017,4,12,December,3,Sunday,True
2017-12-04,1402,2017,4,12,December,4,Monday,False
2017-12-05,1403,2017,4,12,December,5,Tuesday,False
2017-12-06,1404,2017,4,12,December,6,Wednesday,False
2017-12-07,1405,2017,4,12,December,7,Thursday,False
2017-12-08,1406,2017,4,12,December,8,Friday,False
2017-12-09,1407,2017,4,12,December,9,Saturday,True
2017-12-10,1408,2017,4,12,December,10,Sunday,True
2017-12-11,1409,2017,4,12,December,11,Monday,False
2017-12-12,1410,2017,4,12,December,12,Tuesday,False
2017-12-13,1411,2017,4,12,December,13,Wednesday,False
2017-12-14,1412,2017,4,12,December,14,Thursday,False
2017-12-15,1413,2017,4,12,December,15,Friday,False
2017-12-16,1414,2017,4,12,December,16,Saturday,True
2017-12-17,1415,2017,4,12,December,17,Sunday,True
2017-12-18,1416,2017,4,12,December,18,Monday,False
2017-12-19,1417,2017,4,12,December,19,Tuesday,False
2017-12-20,1418,2017,4,12,December,20,Wednesday,False
2017-12-21,1419,2017,4,12,December,21,Thursday,False
2017-12-22,1420,2017,4,12,December,22,Friday,False
2017-12-23,1421,2017,4,12,December,23,Saturday,True
2017-12-24,1422,2017,4,12,December,24,Sunday,True
2017-12-25,1423,2017,4,12,December,25,Monday,False
2017-12-26,1424,2017,4,12,December,26,Tuesday,False
2017-12-27,1425,2017,4,12,December,27,Wednesday,False
2017-12-28,1426,2017,4,12,December,28,Thursday,False
2017-12-29,1427,2017,4,12,December,29,Friday,False
2017-12-30,1428,2017,4,12,December,30,Saturday,True
2017-12-31,1429,2017,4,12,December,31,Sunday,True
2018-01-01,1430,2018,1,1,January,1,Monday,False
2018-01-02,1431,2018,1,1,January,2,Tuesday,False
2018-01-03,1432,2018,1,1,January,3,Wednesday,False
2018-01-04,1433,2018,1,1,January,4,Thursday,False
2018-01-05,1434,2018,1,1,January,5,Friday,False
